arch type  mix	threads	ms	ops	
AMD Treiber	75-25	35	3401	5000000
AMD Treiber	75-25	35	3238	5000000
AMD Treiber	75-25	35	3344	5000000
AMD Treiber	75-25	35	3356	5000000
AMD Treiber	75-25	35	3261	5000000
AMD Treiber	75-25	35	3226	5000000
AMD Treiber	75-25	35	3374	5000000
AMD Treiber	75-25	36	2854	5000000
AMD Treiber	75-25	36	3432	5000000
AMD Treiber	75-25	36	3278	5000000
AMD Treiber	75-25	36	3569	5000000
AMD Treiber	75-25	36	3416	5000000
AMD Treiber	75-25	36	3343	5000000
AMD Treiber	75-25	36	3300	5000000
AMD Treiber	75-25	36	3300	5000000
AMD Treiber	75-25	36	3369	5000000
AMD Treiber	75-25	36	3395	5000000
AMD Treiber	75-25	37	3528	5000000
AMD Treiber	75-25	37	3374	5000000
AMD Treiber	75-25	37	3412	5000000
AMD Treiber	75-25	37	3374	5000000
AMD Treiber	75-25	37	3476	5000000
AMD Treiber	75-25	37	3409	5000000
AMD Treiber	75-25	37	3316	5000000
AMD Treiber	75-25	37	3500	5000000
AMD Treiber	75-25	37	3406	5000000
AMD Treiber	75-25	37	3385	5000000
AMD Treiber	75-25	38	3463	5000000
AMD Treiber	75-25	38	3491	5000000
AMD Treiber	75-25	38	3359	5000000
AMD Treiber	75-25	38	3498	5000000
AMD Treiber	75-25	38	3594	5000000
AMD Treiber	75-25	38	3572	5000000
AMD Treiber	75-25	38	3398	5000000
AMD Treiber	75-25	38	3469	5000000
AMD Treiber	75-25	38	3534	5000000
AMD Treiber	75-25	38	3249	5000000
AMD Treiber	75-25	39	3479	5000000
AMD Treiber	75-25	39	3526	5000000
AMD Treiber	75-25	39	3440	5000000
AMD Treiber	75-25	39	3599	5000000
AMD Treiber	75-25	39	3528	5000000
AMD Treiber	75-25	39	3418	5000000
AMD Treiber	75-25	39	3597	5000000
AMD Treiber	75-25	39	3495	5000000
AMD Treiber	75-25	39	3485	5000000
AMD Treiber	75-25	39	3487	5000000
AMD Treiber	75-25	40	3464	5000000
AMD Treiber	75-25	40	3451	5000000
AMD Treiber	75-25	40	3588	5000000
AMD Treiber	75-25	40	3478	5000000
AMD Treiber	75-25	40	3475	5000000
AMD Treiber	75-25	40	3522	5000000
AMD Treiber	75-25	40	3561	5000000
AMD Treiber	75-25	40	3620	5000000
AMD Treiber	75-25	40	3605	5000000
AMD Treiber	75-25	40	3592	5000000
AMD Treiber	75-25	41	3504	5000000
AMD Treiber	75-25	41	3599	5000000
AMD Treiber	75-25	41	3616	5000000
AMD Treiber	75-25	41	3394	5000000
AMD Treiber	75-25	41	3536	5000000
AMD Treiber	75-25	41	3546	5000000
AMD Treiber	75-25	41	3619	5000000
AMD Treiber	75-25	41	3549	5000000
AMD Treiber	75-25	41	3584	5000000
AMD Treiber	75-25	41	3410	5000000
AMD Treiber	75-25	42	3609	5000000
AMD Treiber	75-25	42	3650	5000000
AMD Treiber	75-25	42	3605	5000000
AMD Treiber	75-25	42	3629	5000000
AMD Treiber	75-25	42	3626	5000000
AMD Treiber	75-25	42	3585	5000000
AMD Treiber	75-25	42	3503	5000000
AMD Treiber	75-25	42	3632	5000000
AMD Treiber	75-25	42	3544	5000000
AMD Treiber	75-25	42	3578	5000000
AMD Treiber	75-25	43	3545	5000000
AMD Treiber	75-25	43	3586	5000000
AMD Treiber	75-25	43	3600	5000000
AMD Treiber	75-25	43	3568	5000000
AMD Treiber	75-25	43	3533	5000000
AMD Treiber	75-25	43	3571	5000000
AMD Treiber	75-25	43	3634	5000000
AMD Treiber	75-25	43	3589	5000000
AMD Treiber	75-25	43	3589	5000000
AMD Treiber	75-25	43	3593	5000000
AMD Treiber	75-25	44	3559	5000000
AMD Treiber	75-25	44	3517	5000000
AMD Treiber	75-25	44	3521	5000000
AMD Treiber	75-25	44	3678	5000000
AMD Treiber	75-25	44	3554	5000000
AMD Treiber	75-25	44	3615	5000000
AMD Treiber	75-25	44	3545	5000000
AMD Treiber	75-25	44	3437	5000000
AMD Treiber	75-25	44	3516	5000000
AMD Treiber	75-25	44	3420	5000000
AMD Treiber	75-25	45	3500	5000000
AMD Treiber	75-25	45	3537	5000000
AMD Treiber	75-25	45	3563	5000000
AMD Treiber	75-25	45	3617	5000000
AMD Treiber	75-25	45	3505	5000000
AMD Treiber	75-25	45	3596	5000000
AMD Treiber	75-25	45	3560	5000000
AMD Treiber	75-25	45	3492	5000000
AMD Treiber	75-25	45	3469	5000000
AMD Treiber	75-25	45	3606	5000000
AMD Treiber	75-25	46	3620	5000000
AMD Treiber	75-25	46	3514	5000000
AMD Treiber	75-25	46	3479	5000000
AMD Treiber	75-25	46	3573	5000000
AMD Treiber	75-25	46	3603	5000000
AMD Treiber	75-25	46	3567	5000000
AMD Treiber	75-25	46	3652	5000000
AMD Treiber	75-25	46	3592	5000000
AMD Treiber	75-25	46	3601	5000000
AMD Treiber	75-25	46	3507	5000000
AMD Treiber	75-25	47	3312	5000000
AMD Treiber	75-25	47	3553	5000000
AMD Treiber	75-25	47	3601	5000000
AMD Treiber	75-25	47	3476	5000000
AMD Treiber	75-25	47	3563	5000000
AMD Treiber	75-25	47	3425	5000000
AMD Treiber	75-25	47	3500	5000000
AMD Treiber	75-25	47	3598	5000000
AMD Treiber	75-25	47	3477	5000000
AMD Treiber	75-25	47	3475	5000000
AMD Treiber	75-25	48	3552	5000000
AMD Treiber	75-25	48	3521	5000000
AMD Treiber	75-25	48	3585	5000000
AMD Treiber	75-25	48	3492	5000000
AMD Treiber	75-25	48	3566	5000000
AMD Treiber	75-25	48	3561	5000000
AMD Treiber	75-25	48	3627	5000000
AMD Treiber	75-25	48	3604	5000000
AMD Treiber	75-25	48	3573	5000000
AMD Treiber	75-25	48	3552	5000000
AMD Treiber	75-25	49	3702	5000000
AMD Treiber	75-25	49	3683	5000000
AMD Treiber	75-25	49	3551	5000000
AMD Treiber	75-25	49	3652	5000000
AMD Treiber	75-25	49	3644	5000000
AMD Treiber	75-25	49	3672	5000000
AMD Treiber	75-25	49	3664	5000000
AMD Treiber	75-25	49	3608	5000000
AMD Treiber	75-25	49	3545	5000000
AMD Treiber	75-25	49	3725	5000000
AMD Treiber	75-25	50	3585	5000000
AMD Treiber	75-25	50	3606	5000000
AMD Treiber	75-25	50	3662	5000000
AMD Treiber	75-25	50	3672	5000000
AMD Treiber	75-25	50	3653	5000000
AMD Treiber	75-25	50	3683	5000000
AMD Treiber	75-25	50	3634	5000000
AMD Treiber	75-25	50	3659	5000000
AMD Treiber	75-25	50	3713	5000000
AMD Treiber	75-25	50	3650	5000000
AMD Treiber	75-25	51	3717	5000000
AMD Treiber	75-25	51	3701	5000000
AMD Treiber	75-25	51	3721	5000000
AMD Treiber	75-25	51	3627	5000000
AMD Treiber	75-25	51	3604	5000000
AMD Treiber	75-25	51	3652	5000000
AMD Treiber	75-25	51	3618	5000000
AMD Treiber	75-25	51	3553	5000000
AMD Treiber	75-25	51	3688	5000000
AMD Treiber	75-25	51	3746	5000000
AMD Treiber	75-25	52	3737	5000000
AMD Treiber	75-25	52	3648	5000000
AMD Treiber	75-25	52	3560	5000000
AMD Treiber	75-25	52	3662	5000000
AMD Treiber	75-25	52	3441	5000000
AMD Treiber	75-25	52	3766	5000000
AMD Treiber	75-25	52	3712	5000000
AMD Treiber	75-25	52	3770	5000000
AMD Treiber	75-25	52	3739	5000000
AMD Treiber	75-25	52	3705	5000000
AMD Treiber	75-25	53	3710	5000000
AMD Treiber	75-25	53	3718	5000000
AMD Treiber	75-25	53	3732	5000000
AMD Treiber	75-25	53	3433	5000000
AMD Treiber	75-25	53	3732	5000000
AMD Treiber	75-25	53	3567	5000000
AMD Treiber	75-25	53	3757	5000000
AMD Treiber	75-25	53	3735	5000000
AMD Treiber	75-25	53	3769	5000000
AMD Treiber	75-25	53	3639	5000000
AMD Treiber	75-25	54	3732	5000000
AMD Treiber	75-25	54	3723	5000000
AMD Treiber	75-25	54	3793	5000000
AMD Treiber	75-25	54	3684	5000000
AMD Treiber	75-25	54	3753	5000000
AMD Treiber	75-25	54	3722	5000000
AMD Treiber	75-25	54	3781	5000000
AMD Treiber	75-25	54	3593	5000000
AMD Treiber	75-25	54	3798	5000000
AMD Treiber	75-25	54	3705	5000000
AMD Treiber	75-25	55	3652	5000000
AMD Treiber	75-25	55	3779	5000000
AMD Treiber	75-25	55	3661	5000000
AMD Treiber	75-25	55	3710	5000000
AMD Treiber	75-25	55	3825	5000000
AMD Treiber	75-25	55	3708	5000000
AMD Treiber	75-25	55	3742	5000000
AMD Treiber	75-25	55	3665	5000000
AMD Treiber	75-25	55	3447	5000000
AMD Treiber	75-25	55	3691	5000000
AMD Treiber	75-25	56	3575	5000000
AMD Treiber	75-25	56	3810	5000000
AMD Treiber	75-25	56	3806	5000000
AMD Treiber	75-25	56	3740	5000000
AMD Treiber	75-25	56	3746	5000000
AMD Treiber	75-25	56	3728	5000000
AMD Treiber	75-25	56	3767	5000000
AMD Treiber	75-25	56	3773	5000000
AMD Treiber	75-25	56	3636	5000000
AMD Treiber	75-25	56	3866	5000000
AMD Treiber	75-25	57	3840	5000000
AMD Treiber	75-25	57	3801	5000000
AMD Treiber	75-25	57	3700	5000000
AMD Treiber	75-25	57	3615	5000000
AMD Treiber	75-25	57	3781	5000000
AMD Treiber	75-25	57	3789	5000000
AMD Treiber	75-25	57	3767	5000000
AMD Treiber	75-25	57	3790	5000000
AMD Treiber	75-25	57	3848	5000000
AMD Treiber	75-25	57	3833	5000000
AMD Treiber	75-25	58	3714	5000000
AMD Treiber	75-25	58	3812	5000000
AMD Treiber	75-25	58	3796	5000000
AMD Treiber	75-25	58	3792	5000000
AMD Treiber	75-25	58	3782	5000000
AMD Treiber	75-25	58	3814	5000000
AMD Treiber	75-25	58	3871	5000000
AMD Treiber	75-25	58	3857	5000000
AMD Treiber	75-25	58	3819	5000000
AMD Treiber	75-25	58	3766	5000000
AMD Treiber	75-25	59	3804	5000000
AMD Treiber	75-25	59	3864	5000000
AMD Treiber	75-25	59	3891	5000000
AMD Treiber	75-25	59	3883	5000000
AMD Treiber	75-25	59	3729	5000000
AMD Treiber	75-25	59	3860	5000000
AMD Treiber	75-25	59	3637	5000000
AMD Treiber	75-25	59	3948	5000000
AMD Treiber	75-25	59	3867	5000000
AMD Treiber	75-25	59	3791	5000000
AMD Treiber	75-25	60	3741	5000000
AMD Treiber	75-25	60	3772	5000000
AMD Treiber	75-25	60	3873	5000000
AMD Treiber	75-25	60	3771	5000000
AMD Treiber	75-25	60	3841	5000000
AMD Treiber	75-25	60	3739	5000000
AMD Treiber	75-25	60	3915	5000000
AMD Treiber	75-25	60	3931	5000000
AMD Treiber	75-25	60	3747	5000000
AMD Treiber	75-25	60	3840	5000000
AMD Treiber	75-25	61	3853	5000000
AMD Treiber	75-25	61	3943	5000000
AMD Treiber	75-25	61	3955	5000000
AMD Treiber	75-25	61	3834	5000000
AMD Treiber	75-25	61	3997	5000000
AMD Treiber	75-25	61	3830	5000000
AMD Treiber	75-25	61	3844	5000000
AMD Treiber	75-25	61	3956	5000000
AMD Treiber	75-25	61	3789	5000000
AMD Treiber	75-25	61	3825	5000000
AMD Treiber	75-25	62	4037	5000000
AMD Treiber	75-25	62	3902	5000000
AMD Treiber	75-25	62	3843	5000000
AMD Treiber	75-25	62	4098	5000000
AMD Treiber	75-25	62	3872	5000000
AMD Treiber	75-25	62	3963	5000000
AMD Treiber	75-25	62	3742	5000000
AMD Treiber	75-25	62	3961	5000000
AMD Treiber	75-25	62	3995	5000000
AMD Treiber	75-25	62	3813	5000000
AMD Treiber	75-25	63	3867	5000000
AMD Treiber	75-25	63	3905	5000000
AMD Treiber	75-25	63	3957	5000000
AMD Treiber	75-25	63	4037	5000000
AMD Treiber	75-25	63	3938	5000000
AMD Treiber	75-25	63	3910	5000000
AMD Treiber	75-25	63	4034	5000000
AMD Treiber	75-25	63	3817	5000000
AMD Treiber	75-25	63	3990	5000000
AMD Treiber	75-25	63	4052	5000000
AMD Treiber	75-25	64	3878	5000000
AMD Treiber	75-25	64	4055	5000000
AMD Treiber	75-25	64	3886	5000000
AMD Treiber	75-25	64	3900	5000000
AMD Treiber	75-25	64	4232	5000000
AMD Treiber	75-25	64	3904	5000000
AMD Treiber	75-25	64	3877	5000000
AMD Treiber	75-25	64	4062	5000000
AMD Treiber	75-25	64	3872	5000000
AMD Treiber	75-25	64	4233	5000000
AMD Treiber	50-50	1	563	5000000
AMD Treiber	50-50	1	555	5000000
AMD Treiber	50-50	1	551	5000000
AMD Treiber	50-50	1	555	5000000
AMD Treiber	50-50	1	555	5000000
AMD Treiber	50-50	1	548	5000000
AMD Treiber	50-50	1	548	5000000
AMD Treiber	50-50	1	550	5000000
AMD Treiber	50-50	1	553	5000000
AMD Treiber	50-50	1	547	5000000
AMD Treiber	50-50	2	1069	5000000
AMD Treiber	50-50	2	1042	5000000
AMD Treiber	50-50	2	1044	5000000
AMD Treiber	50-50	2	1060	5000000
AMD Treiber	50-50	2	1082	5000000
AMD Treiber	50-50	2	1074	5000000
AMD Treiber	50-50	2	1058	5000000
AMD Treiber	50-50	2	1079	5000000
AMD Treiber	50-50	2	1056	5000000
AMD Treiber	50-50	2	1064	5000000
AMD Treiber	50-50	3	1328	5000000
AMD Treiber	50-50	3	1343	5000000
AMD Treiber	50-50	3	1360	5000000
AMD Treiber	50-50	3	1331	5000000
AMD Treiber	50-50	3	1339	5000000
AMD Treiber	50-50	3	1320	5000000
AMD Treiber	50-50	3	1358	5000000
AMD Treiber	50-50	3	1334	5000000
AMD Treiber	50-50	3	1348	5000000
AMD Treiber	50-50	3	1354	5000000
AMD Treiber	50-50	4	1525	5000000
AMD Treiber	50-50	4	1413	5000000
AMD Treiber	50-50	4	1536	5000000
AMD Treiber	50-50	4	1557	5000000
AMD Treiber	50-50	4	1558	5000000
AMD Treiber	50-50	4	1508	5000000
AMD Treiber	50-50	4	1583	5000000
AMD Treiber	50-50	4	1546	5000000
AMD Treiber	50-50	4	1469	5000000
AMD Treiber	50-50	4	1512	5000000
AMD Treiber	50-50	5	1797	5000000
AMD Treiber	50-50	5	1734	5000000
AMD Treiber	50-50	5	1661	5000000
AMD Treiber	50-50	5	1736	5000000
AMD Treiber	50-50	5	1766	5000000
AMD Treiber	50-50	5	1693	5000000
AMD Treiber	50-50	5	1788	5000000
AMD Treiber	50-50	5	1783	5000000
AMD Treiber	50-50	5	1725	5000000
AMD Treiber	50-50	5	1671	5000000
AMD Treiber	50-50	6	1931	5000000
AMD Treiber	50-50	6	1992	5000000
AMD Treiber	50-50	6	2019	5000000
AMD Treiber	50-50	6	2027	5000000
AMD Treiber	50-50	6	2015	5000000
AMD Treiber	50-50	6	1921	5000000
AMD Treiber	50-50	6	1942	5000000
AMD Treiber	50-50	6	1902	5000000
AMD Treiber	50-50	6	1996	5000000
AMD Treiber	50-50	6	1926	5000000
AMD Treiber	50-50	7	2167	5000000
AMD Treiber	50-50	7	2093	5000000
AMD Treiber	50-50	7	2189	5000000
AMD Treiber	50-50	7	2228	5000000
AMD Treiber	50-50	7	2086	5000000
AMD Treiber	50-50	7	2088	5000000
AMD Treiber	50-50	7	2149	5000000
AMD Treiber	50-50	7	2144	5000000
AMD Treiber	50-50	7	2071	5000000
AMD Treiber	50-50	7	2192	5000000
AMD Treiber	50-50	8	2294	5000000
AMD Treiber	50-50	8	2334	5000000
AMD Treiber	50-50	8	2352	5000000
AMD Treiber	50-50	8	2356	5000000
AMD Treiber	50-50	8	2360	5000000
AMD Treiber	50-50	8	2259	5000000
AMD Treiber	50-50	8	2306	5000000
AMD Treiber	50-50	8	2249	5000000
AMD Treiber	50-50	8	2253	5000000
AMD Treiber	50-50	8	2394	5000000
AMD Treiber	50-50	9	2304	5000000
AMD Treiber	50-50	9	2343	5000000
AMD Treiber	50-50	9	2313	5000000
AMD Treiber	50-50	9	2298	5000000
AMD Treiber	50-50	9	2332	5000000
AMD Treiber	50-50	9	2454	5000000
AMD Treiber	50-50	9	2369	5000000
AMD Treiber	50-50	9	2219	5000000
AMD Treiber	50-50	9	2321	5000000
AMD Treiber	50-50	9	2311	5000000
AMD Treiber	50-50	10	2457	5000000
AMD Treiber	50-50	10	2343	5000000
AMD Treiber	50-50	10	2526	5000000
AMD Treiber	50-50	10	2432	5000000
AMD Treiber	50-50	10	2289	5000000
AMD Treiber	50-50	10	2472	5000000
AMD Treiber	50-50	10	2349	5000000
AMD Treiber	50-50	10	2423	5000000
AMD Treiber	50-50	10	2460	5000000
AMD Treiber	50-50	10	2478	5000000
AMD Treiber	50-50	11	2521	5000000
AMD Treiber	50-50	11	2593	5000000
AMD Treiber	50-50	11	2488	5000000
AMD Treiber	50-50	11	2495	5000000
AMD Treiber	50-50	11	2525	5000000
AMD Treiber	50-50	11	2570	5000000
AMD Treiber	50-50	11	2683	5000000
AMD Treiber	50-50	11	2537	5000000
AMD Treiber	50-50	11	2459	5000000
AMD Treiber	50-50	11	2610	5000000
AMD Treiber	50-50	12	2640	5000000
AMD Treiber	50-50	12	2512	5000000
AMD Treiber	50-50	12	2634	5000000
AMD Treiber	50-50	12	2672	5000000
AMD Treiber	50-50	12	2652	5000000
AMD Treiber	50-50	12	2576	5000000
AMD Treiber	50-50	12	2744	5000000
AMD Treiber	50-50	12	2614	5000000
AMD Treiber	50-50	12	2588	5000000
AMD Treiber	50-50	12	2661	5000000
AMD Treiber	50-50	13	2733	5000000
AMD Treiber	50-50	13	2820	5000000
AMD Treiber	50-50	13	2582	5000000
AMD Treiber	50-50	13	2734	5000000
AMD Treiber	50-50	13	2686	5000000
AMD Treiber	50-50	13	2703	5000000
AMD Treiber	50-50	13	2746	5000000
AMD Treiber	50-50	13	2592	5000000
AMD Treiber	50-50	13	2794	5000000
AMD Treiber	50-50	13	2798	5000000
AMD Treiber	50-50	14	2781	5000000
AMD Treiber	50-50	14	2890	5000000
AMD Treiber	50-50	14	2839	5000000
AMD Treiber	50-50	14	2887	5000000
AMD Treiber	50-50	14	2915	5000000
AMD Treiber	50-50	14	2882	5000000
AMD Treiber	50-50	14	2922	5000000
AMD Treiber	50-50	14	2812	5000000
AMD Treiber	50-50	14	2846	5000000
AMD Treiber	50-50	14	2885	5000000
AMD Treiber	50-50	15	2931	5000000
AMD Treiber	50-50	15	3067	5000000
AMD Treiber	50-50	15	3022	5000000
AMD Treiber	50-50	15	3065	5000000
AMD Treiber	50-50	15	2995	5000000
AMD Treiber	50-50	15	3051	5000000
AMD Treiber	50-50	15	2959	5000000
AMD Treiber	50-50	15	2973	5000000
AMD Treiber	50-50	15	2933	5000000
AMD Treiber	50-50	15	2796	5000000
AMD Treiber	50-50	16	3031	5000000
AMD Treiber	50-50	16	3118	5000000
AMD Treiber	50-50	16	3111	5000000
AMD Treiber	50-50	16	3163	5000000
AMD Treiber	50-50	16	3173	5000000
AMD Treiber	50-50	16	3083	5000000
AMD Treiber	50-50	16	3144	5000000
AMD Treiber	50-50	16	3228	5000000
AMD Treiber	50-50	16	3169	5000000
AMD Treiber	50-50	16	3134	5000000
AMD Treiber	50-50	17	3275	5000000
AMD Treiber	50-50	17	3147	5000000
AMD Treiber	50-50	17	3210	5000000
AMD Treiber	50-50	17	3006	5000000
AMD Treiber	50-50	17	3082	5000000
AMD Treiber	50-50	17	3167	5000000
AMD Treiber	50-50	17	3200	5000000
AMD Treiber	50-50	17	3331	5000000
AMD Treiber	50-50	17	3220	5000000
AMD Treiber	50-50	17	3205	5000000
AMD Treiber	50-50	18	3192	5000000
AMD Treiber	50-50	18	3191	5000000
AMD Treiber	50-50	18	3324	5000000
AMD Treiber	50-50	18	3279	5000000
AMD Treiber	50-50	18	3159	5000000
AMD Treiber	50-50	18	3247	5000000
AMD Treiber	50-50	18	3285	5000000
AMD Treiber	50-50	18	3271	5000000
AMD Treiber	50-50	18	3128	5000000
AMD Treiber	50-50	18	3122	5000000
AMD Treiber	50-50	19	3365	5000000
AMD Treiber	50-50	19	3338	5000000
AMD Treiber	50-50	19	3250	5000000
AMD Treiber	50-50	19	3255	5000000
AMD Treiber	50-50	19	3238	5000000
AMD Treiber	50-50	19	3252	5000000
AMD Treiber	50-50	19	2964	5000000
AMD Treiber	50-50	19	3374	5000000
AMD Treiber	50-50	19	3298	5000000
AMD Treiber	50-50	19	3258	5000000
AMD Treiber	50-50	20	3368	5000000
AMD Treiber	50-50	20	3443	5000000
AMD Treiber	50-50	20	3351	5000000
AMD Treiber	50-50	20	3424	5000000
AMD Treiber	50-50	20	3319	5000000
AMD Treiber	50-50	20	3394	5000000
AMD Treiber	50-50	20	3179	5000000
AMD Treiber	50-50	20	3411	5000000
AMD Treiber	50-50	20	3343	5000000
AMD Treiber	50-50	20	3358	5000000
AMD Treiber	50-50	21	3325	5000000
AMD Treiber	50-50	21	3437	5000000
AMD Treiber	50-50	21	3313	5000000
AMD Treiber	50-50	21	3381	5000000
AMD Treiber	50-50	21	3287	5000000
AMD Treiber	50-50	21	3153	5000000
AMD Treiber	50-50	21	3279	5000000
AMD Treiber	50-50	21	3279	5000000
AMD Treiber	50-50	21	3312	5000000
AMD Treiber	50-50	21	3369	5000000
AMD Treiber	50-50	22	3375	5000000
AMD Treiber	50-50	22	3438	5000000
AMD Treiber	50-50	22	3369	5000000
AMD Treiber	50-50	22	3416	5000000
AMD Treiber	50-50	22	3411	5000000
AMD Treiber	50-50	22	3377	5000000
AMD Treiber	50-50	22	3364	5000000
AMD Treiber	50-50	22	3493	5000000
AMD Treiber	50-50	22	3386	5000000
AMD Treiber	50-50	22	3275	5000000
AMD Treiber	50-50	23	3491	5000000
AMD Treiber	50-50	23	3025	5000000
AMD Treiber	50-50	23	3326	5000000
AMD Treiber	50-50	23	3329	5000000
AMD Treiber	50-50	23	3378	5000000
AMD Treiber	50-50	23	3477	5000000
AMD Treiber	50-50	23	3452	5000000
AMD Treiber	50-50	23	3452	5000000
AMD Treiber	50-50	23	3115	5000000
AMD Treiber	50-50	23	3427	5000000
AMD Treiber	50-50	24	3494	5000000
AMD Treiber	50-50	24	3322	5000000
AMD Treiber	50-50	24	3528	5000000
AMD Treiber	50-50	24	3405	5000000
AMD Treiber	50-50	24	3484	5000000
AMD Treiber	50-50	24	3413	5000000
AMD Treiber	50-50	24	3298	5000000
AMD Treiber	50-50	24	3456	5000000
AMD Treiber	50-50	24	3449	5000000
AMD Treiber	50-50	24	3499	5000000
AMD Treiber	50-50	25	3467	5000000
AMD Treiber	50-50	25	3284	5000000
AMD Treiber	50-50	25	3402	5000000
AMD Treiber	50-50	25	3298	5000000
AMD Treiber	50-50	25	3419	5000000
AMD Treiber	50-50	25	3286	5000000
AMD Treiber	50-50	25	3050	5000000
AMD Treiber	50-50	25	3255	5000000
AMD Treiber	50-50	25	3439	5000000
AMD Treiber	50-50	25	3486	5000000
AMD Treiber	50-50	26	3328	5000000
AMD Treiber	50-50	26	3477	5000000
AMD Treiber	50-50	26	3402	5000000
AMD Treiber	50-50	26	3323	5000000
AMD Treiber	50-50	26	3456	5000000
AMD Treiber	50-50	26	3317	5000000
AMD Treiber	50-50	26	3283	5000000
AMD Treiber	50-50	26	3499	5000000
AMD Treiber	50-50	26	3391	5000000
AMD Treiber	50-50	26	3418	5000000
AMD Treiber	50-50	27	3466	5000000
AMD Treiber	50-50	27	3375	5000000
AMD Treiber	50-50	27	3359	5000000
AMD Treiber	50-50	27	3510	5000000
AMD Treiber	50-50	27	3437	5000000
AMD Treiber	50-50	27	3437	5000000
AMD Treiber	50-50	27	3351	5000000
AMD Treiber	50-50	27	3384	5000000
AMD Treiber	50-50	27	3342	5000000
AMD Treiber	50-50	27	3486	5000000
AMD Treiber	50-50	28	3413	5000000
AMD Treiber	50-50	28	3461	5000000
AMD Treiber	50-50	28	3568	5000000
AMD Treiber	50-50	28	3417	5000000
AMD Treiber	50-50	28	3376	5000000
AMD Treiber	50-50	28	3437	5000000
AMD Treiber	50-50	28	3426	5000000
AMD Treiber	50-50	28	3415	5000000
AMD Treiber	50-50	28	3464	5000000
AMD Treiber	50-50	28	3454	5000000
AMD Treiber	50-50	29	3507	5000000
AMD Treiber	50-50	29	3255	5000000
AMD Treiber	50-50	29	3399	5000000
AMD Treiber	50-50	29	3390	5000000
AMD Treiber	50-50	29	3393	5000000
AMD Treiber	50-50	29	3294	5000000
AMD Treiber	50-50	29	3425	5000000
AMD Treiber	50-50	29	3322	5000000
AMD Treiber	50-50	29	3438	5000000
AMD Treiber	50-50	29	3467	5000000
AMD Treiber	50-50	30	3410	5000000
AMD Treiber	50-50	30	3406	5000000
AMD Treiber	50-50	30	3316	5000000
AMD Treiber	50-50	30	3442	5000000
AMD Treiber	50-50	30	3393	5000000
AMD Treiber	50-50	30	3296	5000000
AMD Treiber	50-50	30	3271	5000000
AMD Treiber	50-50	30	3226	5000000
AMD Treiber	50-50	30	3366	5000000
AMD Treiber	50-50	30	3353	5000000
AMD Treiber	50-50	31	3343	5000000
AMD Treiber	50-50	31	3344	5000000
AMD Treiber	50-50	31	3276	5000000
AMD Treiber	50-50	31	3407	5000000
AMD Treiber	50-50	31	3319	5000000
AMD Treiber	50-50	31	3388	5000000
AMD Treiber	50-50	31	3350	5000000
AMD Treiber	50-50	31	3322	5000000
AMD Treiber	50-50	31	3329	5000000
AMD Treiber	50-50	31	3212	5000000
AMD Treiber	50-50	32	3396	5000000
AMD Treiber	50-50	32	3434	5000000
AMD Treiber	50-50	32	3392	5000000
AMD Treiber	50-50	32	3425	5000000
AMD Treiber	50-50	32	3461	5000000
AMD Treiber	50-50	32	3391	5000000
AMD Treiber	50-50	32	3379	5000000
AMD Treiber	50-50	32	3390	5000000
AMD Treiber	50-50	32	3383	5000000
AMD Treiber	50-50	32	3354	5000000
AMD Treiber	50-50	33	3311	5000000
AMD Treiber	50-50	33	3461	5000000
AMD Treiber	50-50	33	3319	5000000
AMD Treiber	50-50	33	3349	5000000
AMD Treiber	50-50	33	3398	5000000
AMD Treiber	50-50	33	3289	5000000
AMD Treiber	50-50	33	3363	5000000
AMD Treiber	50-50	33	3334	5000000
AMD Treiber	50-50	33	3419	5000000
AMD Treiber	50-50	33	3327	5000000
AMD Treiber	50-50	34	3410	5000000
AMD Treiber	50-50	34	3497	5000000
AMD Treiber	50-50	34	3438	5000000
AMD Treiber	50-50	34	3395	5000000
AMD Treiber	50-50	34	3492	5000000
AMD Treiber	50-50	34	3340	5000000
AMD Treiber	50-50	34	3379	5000000
AMD Treiber	50-50	34	3413	5000000
AMD Treiber	50-50	34	3296	5000000
AMD Treiber	50-50	34	3391	5000000
AMD Treiber	50-50	35	3352	5000000
AMD Treiber	50-50	35	3405	5000000
AMD Treiber	50-50	35	3468	5000000
AMD Treiber	50-50	35	3272	5000000
AMD Treiber	50-50	35	3451	5000000
AMD Treiber	50-50	35	3523	5000000
AMD Treiber	50-50	35	3445	5000000
AMD Treiber	50-50	35	3461	5000000
AMD Treiber	50-50	35	3431	5000000
AMD Treiber	50-50	35	3291	5000000
AMD Treiber	50-50	36	3448	5000000
AMD Treiber	50-50	36	3450	5000000
AMD Treiber	50-50	36	3517	5000000
AMD Treiber	50-50	36	3483	5000000
AMD Treiber	50-50	36	3481	5000000
AMD Treiber	50-50	36	3536	5000000
AMD Treiber	50-50	36	3384	5000000
AMD Treiber	50-50	36	3405	5000000
AMD Treiber	50-50	36	3530	5000000
AMD Treiber	50-50	36	3545	5000000
AMD Treiber	50-50	37	3285	5000000
AMD Treiber	50-50	37	3479	5000000
AMD Treiber	50-50	37	3407	5000000
AMD Treiber	50-50	37	3432	5000000
AMD Treiber	50-50	37	3487	5000000
AMD Treiber	50-50	37	3380	5000000
AMD Treiber	50-50	37	3453	5000000
AMD Treiber	50-50	37	3387	5000000
AMD Treiber	50-50	37	3519	5000000
